Date,H75274,B83188,E88953,I86594,H81564,E77259,I89824,H84386,C54148,H89803,H89011,I87439,F89330,H31500,D75261,F83143,E10874,E18438,B28484,E80050,E82598,H11348,H38746,H88405,F85464,I84624,B89952,D75652,H85765,H89234,H90001,D88434,G77530,E85744,I88546,G59010,H84215,H66800,E75470,I90366,H11992,H88214,H57007,H84007,I85077,E46463,E54253,H90434,H70703,D80928,D89155,H86451,H89282,H63467,H79356,F23887,H86143,H88222,C80193,E27430,E82547,I86144,E89456,H89490,E77157,H89233,D89971,E88352,H89748,F63773,H10629,B86341,H75336,G90371,E62228,H78852,D80070,H90003,I83303,D79686,H77607,H89517,H79665,D85926,F87447,D36281,H88404,C84603,E12490,H81299,I84373,H75269,H90038
Y2013M3,-0.012585,-0.020738,0.001761,-0.035116,0.003187,-0.032847,0.082553,-0.020303,0.055266,0.060323,-0.013047,-0.506329,-0.089521,0.095313,0.115385,0.06029,-0.060922,0.016408,0.078346,0.040698,0.009456,0.027576,0.283084,0.000756,-0.066239,0.202809,0.070266,0.060963,0.038082,0.014432,0.044743,0.173892,-0.015276,-0.102041,-0.033149,0.075334,-0.020619,0.02131,0.019021,-0.017214,0.077174,-0.036635,0.016382,-0.038052,0.165339,0.057675,0.059125,-0.019178,-0.111287,0.076093,0.09022,0.063364,-0.011537,0.068,-0.042795,-0.012077,0.035996,0.046574,0.017341,0.019185,0.014412,-0.002468,0.013062,-0.035824,0.045098,0.057844,0.208425,-0.036675,0.052233,-0.073941,0.065141,-0.026137,0.013057,0.082329,-0.078508,0.033306,-0.007934,0.037462,0.084746,0.378124,0.006913,-0.005765,-0.053531,0.085547,0.039322,-0.018577,0.052602,0.120525,0.062092,0.103873,0.010522,0.012927,0.071922
Y2013M4,0.016525,-0.061116,0.024067,-0.073348,-0.087965,0.026415,-0.053002,-0.027351,0.037055,0.042071,0.026814,0.307692,0.013362,-0.041836,-0.203448,0.042688,-0.07481,-0.031674,0.00796,0.030472,0.02137,0.005603,-0.192825,0.045077,-0.002288,0.09248,0.096831,-0.03503,0.019552,0.050103,0.017331,-0.111124,-0.056086,0.070707,0.053763,0.077401,0.008421,0.066976,-0.016891,0.092755,-0.059894,-0.016995,-0.020148,-0.035337,0.184615,-0.135906,-0.032648,0.01238,0.006239,0.030624,-0.018814,0.028712,0.032642,-0.029963,0.01407,0.042606,-0.03824,-0.003495,0.020202,-0.030008,-0.072131,-0.015172,0.008596,-0.003045,-0.013884,0.038128,-0.022769,0.002239,0.00275,0.065021,-0.058678,-0.171974,0.019304,-0.059369,0.067093,0.012966,0.037987,0.016127,0.032969,-0.010235,0.031095,0.034464,0.015272,-0.082538,-0.000699,-0.019289,-0.000198,-0.064963,-0.050445,-0.013008,-0.00232,0.006554,0.05621
Y2013M5,-0.040526,0.110712,-0.034559,0.057402,0.129768,-0.088199,0.505426,-0.085961,0.028585,0.025621,-0.063473,-0.035294,-0.157402,0.040873,0.082251,-0.053354,0.060328,-0.042056,-0.066085,-0.054214,0.075666,0.044438,-0.116667,0.001446,-0.080275,0.103035,0.014618,0.005892,0.023704,-0.001374,0.01852,-0.374475,0.63464,-0.028302,-0.061735,0.067386,-0.025052,0.073395,0.092994,-0.05337,0.052016,-0.013352,0.033585,0.169491,-0.304473,0.122816,0.04625,-0.06159,-0.084639,0.059427,-0.028759,0.01648,-0.087442,0.041304,-0.064768,-0.003606,0.01102,0.03932,0.280941,0.042387,0.081861,0,0.166193,-0.082147,0.044521,-0.005228,-0.128247,0.010644,0.033654,0.036096,0.020193,-0.067013,-0.050156,0.285996,0.01996,-0.047466,-0.020757,0.017395,0.023547,-0.026125,-0.081673,-0.057216,-0.074609,0.085895,0.007922,0.003387,0.022008,-0.078588,0.031747,0.023064,0.097816,-0.053953,0.051536
Y2013M6,-0.044603,-0.042214,-0.005966,0.070857,0.04676,0.108826,0.103566,0.004107,-0.121353,-0.124148,-0.139047,-0.390244,-0.086806,-0.094435,-0.088,-0.25,-0.048257,0.006829,-0.012164,0.020323,0.006661,-0.013807,0.163522,-0.046147,0.074813,-0.114729,-0.031286,0.026178,-0.014866,-0.032661,-0.011532,-0.399184,0.055684,-0.123786,-0.064709,0.0291,0.010707,0.005398,0.040369,-0.009059,0.004216,-0.07703,-0.055371,-0.036466,-0.018672,-0.02513,-0.067508,-0.064341,0.131115,-0.048445,0.013368,-0.005982,-0.039539,-0.00093,-0.023691,0.001206,-0.010779,-0.00818,-0.153623,0.283669,-0.052259,0.042577,-0.007362,-0.017535,0.012386,-0.013088,0.038316,0.017289,-0.029942,0.065699,0.050435,-0.211687,-0.043378,-0.069018,0.042074,-0.063721,-0.027054,-0.02149,0.344828,-0.059054,-0.047453,-0.035754,-0.015605,0.002498,0.006752,-0.01716,-0.0137,-0.081582,-0.08129,0.014493,-0.014715,0.030482,0.023522
Y2013M7,-0.04456,-0.016457,0.017544,0.042156,0.096661,-0.101818,-0.052252,-0.077301,-0.123353,0.019214,-0.030395,1.633333,0.043346,0.081937,0.364035,0.04472,0.181534,0.019569,0.119868,0.086313,0.092377,0.019714,0.084324,0.077935,0.106729,-0.013573,-0.105643,0.012755,0.04373,0.060644,0.057179,0.308053,0.027106,0.398892,0.04593,0.103523,0.189619,0.018121,0.052031,0.063196,0.148903,0.049436,0.18603,0.155264,0.12685,0.057778,0.141353,-0.007777,0.00865,0.087889,0.020426,0.071624,-0.048076,0.023263,-0.08332,0.075309,-0.005433,0.073043,-0.018836,0.011155,0.244113,0.037207,0.008653,-0.090305,0.070529,0.061717,-0.096811,-0.233402,0.0676,0.075456,0.046358,-0.079021,-0.025087,0.171334,-0.001878,-0.035616,0.072567,0.05579,-0.186813,0.086676,-0.060272,-0.02124,-0.027535,0.137369,0.0037,0.041359,0.06458,0.001346,0.020564,0.012945,-0.038265,-0.056919,0.063838
Y2013M8,-0.018857,-0.062992,-0.028584,-0.09319,-0.109743,0.004049,-0.026478,-0.013298,-0.071557,-0.011997,-0.018567,-0.253165,0.050292,-0.047443,-0.003215,-0.071942,-0.036821,0.00096,0.005238,-0.030089,0.010214,-0.110486,0.021934,-0.015322,0.104822,-0.204172,-0.017526,-0.02917,-0.042668,-0.030533,-0.026049,-0.126062,-0.130279,0.09505,-0.063369,-0.118954,-0.020303,0.020875,0.039119,-0.113271,-0.087743,0.025076,-0.093022,0.059219,0.165103,-0.071008,-0.088462,-0.07247,0.064153,-0.003448,-0.057123,-0.03528,-0.035094,-0.05335,0.015118,-0.005741,-0.022253,-0.031595,-0.014543,-0.048002,-0.158356,-0.041851,-0.166667,-0.009126,-0.045714,-0.027034,-0.028752,-0.003814,-0.029079,0.044512,-0.035601,0.015186,-0.022482,0.014065,-0.001882,-0.020972,0.076839,-0.018543,-0.162162,0.069997,-0.020815,-0.027745,-0.042127,0.042584,-0.006912,-0.049645,-0.039607,0.079301,-0.060603,-0.00639,0.005316,-0.164412,-0.016063
Y2013M9,0.045455,-0.04585,0.101822,0.208357,-0.00172,-0.084677,0.068927,0.181042,0.075374,0.080659,0.045899,0.005085,0.083275,0.007263,-0.032258,0.057752,0.097635,0.064238,0.036607,0.103732,0.025999,0.053413,-0.152195,0.072696,0.091082,0.069158,0.03445,-0.011512,0.02336,0.055165,0.046159,-0.058347,0.129218,1.061664,-0.008843,-0.003956,0.005272,0.048859,0.123534,0.022924,0.03304,0.074611,0.038034,0.10567,0.037037,0.136899,0.072304,0.052337,-0.107536,0.045971,-0.03718,0.03216,0.063249,0.030828,0.018592,-0.011547,0.01159,0.064887,0.062574,-0.032102,-0.039495,-0.002442,0.252225,0.045747,0.057415,0.036655,0.141522,-0.026519,0.04524,0.071777,0.004971,-0.006731,0.032407,-0.0319,0.100848,0.030392,0.056392,0.048259,-0.021505,0.122425,0.037668,0.004279,0.047585,-0.038028,0.067656,0.025373,0.047376,0.087173,0.015965,0.019293,0.059195,0.092155,0.019985
Y2013M10,0.006579,0.051467,0.079695,0.11215,0.125602,0.057269,0.041826,-0.065805,0.069697,0.058347,0.059395,-0.241147,0.053222,0.08241,-0.06,-0.017765,0.130794,0.033636,0.04991,0.012297,-0.085875,-0.021302,-0.079402,0.040911,0.027826,-0.125978,-0.0236,-0.018264,0.029537,0.042205,0.033453,-0.222605,0.080175,0.009561,-6e-05,-0.076713,0.06689,0.062102,0.089704,0.109937,0.049069,0.039024,0.200389,0.008248,-0.02795,-0.000797,-0.066848,0.028179,0.123688,0.099716,0.067385,0.043092,0.007964,-0.002181,0.023708,0.053828,0.024857,0.0242,0.009444,-0.155519,0.192461,0.0494,0.091232,0.011034,0.058961,0.040267,-0.127616,-0.012677,0.060128,0.055161,0.031327,0.137048,0.02852,0.126075,-0.048801,-0.004789,0.015931,0.042548,0.006044,0.043538,0.006082,0.01777,0.032913,0.109967,0.075189,-0.00655,0.042122,0.197022,-0.032239,-0.008055,-0.030426,0.015963,0.080961
Y2013M11,-0.020883,0.079474,0.003141,-0.026891,0.073079,-0.05,-0.082636,-0.089577,0.06289,-0.057934,-0.049372,0.467111,-0.043397,0,0.113475,0.059533,0.014846,0.145119,-0.000862,0.110629,0.06287,0.080308,-0.125,0.009036,0.010152,0.09818,-0.031892,0.107752,0.036884,0.022255,0.020583,0.078229,-0.002031,0.271069,0.137725,0.107597,-0.025407,-0.036786,-0.029914,-0.019048,0.093206,0.017684,-0.036467,0.007647,0.022364,0.026337,0.040698,-0.043156,-0.020517,-0.109153,0.000145,0.047186,-0.040703,-0.009709,-0.043257,0.062429,-0.031682,0.039564,0.145294,-0.050173,0.140805,0.052276,-0.049946,-0.036405,0.038062,0.0352,0.330378,0.014536,0.050961,-0.108082,0.02558,-0.1,-0.005297,0.179389,0.029703,-0.010659,-0.040745,0.023807,0.032223,0.201337,-0.040232,-0.013939,-0.017627,0.06395,0.048453,0.034799,0.009683,0.122988,0.007924,-0.004846,0.017192,-0.028935,0.11474
Y2013M12,0.007944,0.01726,0.03953,0.127807,0.007815,0,-0.061999,0.054114,0.088486,0.023142,-0.007957,-0.242654,-0.004569,0.023439,0.082803,0.088905,0.007877,0.126728,0.026131,-0.014844,-0.002667,-0.052976,0,0.028578,-0.028476,0.070109,0.118798,-0.016683,0.03201,0.011341,0.029642,-0.054757,-0.084125,-0.286398,0.057895,-0.046131,0.14087,0.028141,0.08551,0.014712,-0.003748,0.008274,0.030558,-0.021355,0.014062,0.029549,0.0279,0.008535,-0.02346,0.007236,0.001159,0.007329,0.020478,-0.007274,0.055801,0.014957,-0.015437,0.020146,0.173474,-0.022764,-0.040302,0.022491,-0.002301,0.022222,0.084242,0.010681,0.057624,0.01905,0.012652,-0.068411,-0.007081,-0.137601,0.043214,-0.185545,0.020105,-0.003945,0.010669,0.034182,0.047619,0.022023,0.043894,0.014233,-0.010069,0.064466,0.026372,-0.01063,0.027215,-0.108561,0.043911,0.023567,-0.121431,-0.014303,0.02202
Y2014M1,-0.039623,0.021666,-0.064759,-0.101838,0.047574,0.140351,0.02605,-0.173526,-0.002455,0.135266,0.09168,-0.04,-0.108197,-0.105165,0.341176,-0.129819,-0.09987,0.098147,-0.090482,0.01586,0.032815,0.023459,0.032857,-0.045943,-0.115517,0.077196,-0.017864,0.113523,-0.051893,-0.048941,-0.023905,-0.069515,-0.079554,-0.017241,0.049751,-0.020471,0.092988,-0.060529,0.0286,0.033699,-0.088096,-0.087057,-0.071817,-0.203968,-0.01849,-0.049205,-0.016208,-0.002847,0.065208,-0.063218,-0.059046,0.00938,0.043328,0.003186,0.039123,0.006968,0.013492,-0.027739,-0.078215,-0.026622,0.194226,0.048981,-0.019608,0.0351,-0.104528,0.002671,-0.086546,0.061185,-0.025637,0.048099,-0.061807,0.249147,-0.017474,0.156291,0.03599,0.059821,-0.063338,-0.030521,-0.010101,-0.077078,0.039824,0.037469,-0.035165,-0.083994,-0.093738,-0.087647,-0.016691,-0.149505,-0.058058,-0.02185,-0.013821,0.0075,-0.015368
Y2014M2,0.046711,0.143261,0.025765,0.082268,-0.005164,-0.169231,0.007579,0.107803,0.032972,0.189362,0.020441,0.583333,0.041912,-0.006041,0.164474,0.029913,0.08273,0.17125,0.06014,-0.001171,-0.045583,0.058685,0.023513,0.072012,0.044834,0.171146,0.093233,0.125476,0.042773,0.038361,0.06062,0.220233,0.097738,0.236842,0.037867,0.148897,0.011144,0.03774,0.202693,-0.021986,0.021122,0.034553,0.03898,-0.15179,0.091052,-0.01035,0.027193,0.019452,0.104557,0.031697,0.025116,0.062187,0.011762,-0.040965,0.007301,0.042201,-0.000394,0.047789,0.030209,0.065385,0.005128,0.028202,-0.017772,0.029788,0.058677,0.071817,0.052343,0.091393,0.047933,-0.156551,0.039696,0.20082,0.03883,-0.113402,-0.048801,-0.00947,0.012688,0.056091,0.005102,-0.046183,0.01373,0.033969,0.056188,0.091375,0.012706,-0.005871,0.044186,0.094296,0.05343,0.041293,0.009524,0.060794,0.00811
Y2014M3,0.019571,-0.052362,0.012166,0.172509,0.076183,0.050926,0.063558,0.086191,-0.083373,0.018784,0.007522,0.210526,-0.023994,0.008457,0.20904,0.023529,0.011163,-0.14461,0.038735,-0.048066,-0.08686,-0.049861,-0.145946,-0.005151,-0.046642,-0.082931,-0.033158,0.05913,0.009216,0.018724,-0.002599,-0.241709,0.030905,-0.002364,-0.01822,-0.084343,-0.041366,0.007334,-0.109084,-0.001984,0.108172,0.00704,-0.045698,0.046474,-0.014388,-0.037097,0.107872,0.002853,-0.031308,-0.007929,0.078777,-0.012539,0.020099,0.021927,0.005593,0.189549,-0.000396,-0.00747,-0.13411,-0.021059,-0.107143,0.047999,-0.012063,0.008145,-0.002653,-0.015779,-0.023135,-0.015377,0.024727,0.155946,0.099262,-0.028441,0.020275,0.244186,-0.06,0.000962,0.058111,-0.015902,0,0.072361,0.005263,0.013341,0.025881,-0.030552,0.016811,0.03409,0.01265,-0.011702,0.039531,0.003759,0.09283,0.046784,-0.010209
Y2014M4,-0.009328,-0.070306,-0.072509,-0.024185,-0.10335,-0.048458,0.435997,0.078945,-0.041688,-0.089618,0.013446,-0.26087,-0.014642,-0.049004,-0.146417,0.031556,-0.112608,-0.01946,0.075772,0.041051,-0.030894,-0.014365,-0.139241,0.027341,-0.001957,-0.02151,0.110034,-0.075322,0.008174,0.000902,-0.00854,-0.178301,-0.104211,-0.197472,-0.020942,-0.01348,-0.002892,0.062388,-0.044396,-0.017097,-0.134977,0.016908,-0.083358,-0.03267,0.014599,-0.108878,-0.074561,0.027957,-0.03384,-0.0005,-0.000837,-0.006326,0.04468,-0.03186,0.027627,0.042945,0.003586,-0.037476,-0.055777,0.034979,-0.106939,0.001507,-0.070818,0.034807,-0.060597,0.002745,-0.00967,-0.174182,-0.015277,0.03739,-0.071642,0.059719,0.006271,0.165109,-0.019426,0.021297,0.104119,0.000428,-0.035533,-0.009783,0.059298,0.02477,0.03067,0.043809,0.011501,-0.06998,-0.002242,0.299246,0.020676,-0.005273,-0.02866,-0.013408,0.037716
Y2014M5,0.011965,-0.060592,0.025445,0.045439,-0.006995,0.166667,-0.010096,0.034199,0.063622,0.042885,0.059739,0.192647,-0.035552,0.029942,-0.062044,0.094937,0.074894,-0.017926,0.024002,-0.041798,0.039315,-0.004776,-0.106618,0.007661,0.078431,0.084343,0.021725,0.04053,0.011489,0.015023,0.023266,0.033777,0.0816,0.108268,0.15508,0.049109,-0.036061,0.017692,-0.054103,-0.014968,0.023869,0.033253,-0.018059,-0.07467,0.035971,0.101504,0.042085,0.025299,0.035419,-0.001,0.012373,0.028734,0.024866,0.017126,0.041957,-0.026891,0.001597,0.007859,0.032173,0.110736,-0.105576,0.034172,0.051248,0.025695,0.045626,0.022449,0.095257,0.022228,0.018673,0.019125,-0.006431,-0.127624,-0.004068,0.253119,0.056604,0.021947,-0.001813,0.035714,-0.278947,-0.021026,0.012317,0.031109,-0.024913,-0.040222,0.061421,0.105353,0.016146,0.040597,-0.056039,0.01626,0.070803,0.008158,0.009939
Y2014M6,0.034332,-0.014844,-0.030329,-0.032927,0.113192,-0.039683,-0.089801,0.053785,0.033231,0.08972,0.011967,-0.099877,0.037647,0.017227,0.079767,0.147078,-0.022506,0.009126,0.085871,-0.008642,-0.01324,0.059988,0.261317,-0.001691,-0.089091,-0.008688,0.029573,0.038225,0.007704,0.010502,0.029853,0.261386,0.027367,0.064831,0.092593,0.008246,-0.004491,0.011744,0.039109,0.020211,-0.014962,0.006034,0.057143,0.057884,0.072222,0.060736,0.051592,0.021409,0.00038,0.045523,-0.010139,0.021177,-0.004772,0.017224,-0.00432,0.025907,0.009219,0.05272,0.072049,0.077973,-0.016352,-0.033977,0.005038,-0.004177,0.042432,0.020821,0.086245,0.113756,0.0215,-0.052905,0.047386,0.08993,0.012842,-0.049787,0.099107,-0.008459,0.111911,0.0239,0.10219,0.116962,-0.005618,0.002759,-0.007097,0.041603,-0.011744,0.120756,0.043255,0.039013,-0.016761,0.0256,-0.020037,0.023121,-0.033328
Y2014M7,-0.038136,0.028047,-0.000869,0.001702,-0.051742,-0.140496,0.082536,-0.038563,-0.124504,-0.0026,-0.023524,-0.082192,0.084656,-0.064567,-0.12973,-0.054725,-0.042725,-0.028609,0.00091,0.048153,0.068045,-0.005659,-0.066884,-0.042207,-0.057884,-0.024624,-0.101525,0.020603,-0.0144,-0.007165,-0.024775,-0.286499,-0.060115,-0.157631,0.016949,-0.029829,0.01806,-0.047637,-0.119197,0.00454,-0.017094,0.01661,-0.111525,-0.186792,-0.079016,-0.131452,-0.099165,-0.016349,0.020517,-0.104306,-0.068753,0.001315,-0.028527,0.002279,-0.01567,0.121575,-0.014771,-0.060271,-0.268351,-0.037,-0.126234,-0.021368,-0.105263,-0.025813,-0.099596,-0.010177,-0.083585,0.111098,-0.029218,-0.042512,-0.040562,-0.001162,-0.021259,-0.210329,-0.070674,-0.036355,-0.036594,-0.015571,-0.086093,0.025252,-0.01503,-0.006091,-0.024656,-0.059994,-0.054257,-0.055714,-0.044437,-0.003831,0.057373,-0.042925,0.046686,-0.033898,-0.03341
Y2014M8,0.008207,-0.029266,-0.01,0.028212,-0.005487,-0.024038,0.149457,-0.061738,0.088952,0.00695,0.02441,-0.093302,-0.089895,0.114717,-0.066253,0.073709,0.069303,0.176707,0.021418,-0.07604,0.085479,0.027413,0.048951,0.006019,-0.055085,-0.01027,0.042432,-0.011916,0.03561,0.022179,0.047006,0.243124,-0.040832,-0.055446,0.3125,0.150586,-0.022237,0.078492,0.183503,0.06779,0.027899,0.004539,-0.016783,-0.073914,0.019691,0.160631,0.075126,0.013957,0.000745,0.029915,0.053636,0.048432,0.02029,0.063028,0.031848,0.036641,-0.013035,0.048297,0.228013,0.070786,0.144471,0.038818,-0.007003,0.027833,-0.012825,0.040698,0.06964,0.027232,0.041543,0.0536,0.014634,-0.000582,0.002448,0.236019,0.020105,0.028019,0.000487,0.046015,0.028985,0.042142,0.004431,0.017377,-0.002974,0.12391,0.009373,0.016567,0.0531,-0.141538,0.009026,0.030631,0.034534,0.054217,0.057765
Y2014M9,0.001884,-0.092992,-0.01581,-0.17686,-0.036782,-0.019704,0.062596,-0.074183,-0.078564,-0.107852,-0.032216,-0.191341,-0.156968,-0.036517,-0.254989,0.021262,-0.02,-0.207053,-0.06459,-0.057865,0.018975,-0.037799,-0.223333,-0.036752,-0.136771,-0.146347,-0.053778,0.02342,-0.002325,-0.031341,-0.031856,0.187611,-0.072289,-0.041929,-0.022222,-0.096641,-0.083333,-0.03416,0.022034,0.016155,-0.043708,-0.088705,-0.002845,-0.062992,0.068966,-0.086608,-0.107659,-0.049237,-0.043527,-0.049793,-0.036382,0.004397,-0.001253,-0.014408,-0.013183,-0.02651,-0.009129,-0.059243,-0.109814,-0.069089,-0.023896,-0.022611,-0.136558,-0.00082,-0.153946,0.005454,-0.040157,-0.017425,-0.022194,-0.08527,-0.029935,-0.301513,-0.039825,0.003067,-0.08569,-0.037109,-0.11298,-0.018323,0.088028,0.053556,-0.004434,-0.028271,-0.03654,-0.030194,0.009863,-0.077351,-0.054224,-0.023298,-0.012845,-0.013603,-0.040025,-0.076571,-0.036704
Y2014M10,-0.010692,-0.015855,-0.020973,0.121687,0.101584,-0.060302,-0.086813,-0.040742,0.086637,0.105675,0.032938,-0.045802,-0.046961,-0.017228,0.059524,0.104747,0.110584,0.067919,-0.100827,0.00182,0.000116,0.10052,-0.169528,-0.021961,0.168831,0.057483,0.016611,0.050605,0.020718,0.021156,0.034012,0.014903,0.164935,-0.045952,-0.029221,-0.085872,0.057851,-0.00833,0.004198,0.034509,0.107475,-0.031069,0.07632,-0.100076,-0.029677,0.079017,0.16336,-0.006618,0.038895,-0.039301,0.054619,0.052574,0.040774,-0.005599,0.015233,0.004608,-0.009263,0.065935,0.068534,0.1223,0.052688,0.036181,0.179572,0.01864,-0.010749,0.024667,-0.062845,0.073578,0.003824,0.070117,0.066722,-0.310833,0.027941,0.295872,0.074977,0.01855,-0.016874,0.029999,0.003236,-0.100021,0.024449,0.030425,-0.001572,0.039277,0.067352,0.148741,0.041642,-0.036697,-0.133962,0.011667,0.051252,0.07302,0.060964
Y2014M11,-0.007015,0.06962,0.021878,-0.027927,-0.051409,-0.085561,-0.114305,0.031619,0.127149,-0.014288,0.024254,-0.064,-0.107037,0.134673,-0.078652,0.060854,0.064209,-0.020298,-0.140078,-0.008174,-0.005841,0.02475,-0.009612,0.020186,-0.124444,0.06705,0.022993,0.014648,0.029388,0.011142,0.028359,0.102056,0.061285,0.026376,0.364548,0.045131,0.015625,0.022961,0.080678,0.013118,-0.0272,-0.029848,-0.060305,-0.026316,0.115692,0.013019,-0.038803,-0.011194,-0.047922,0.056818,0.027311,0.034785,-0.019024,0.010672,0.015085,0.077982,-0.007265,0.001115,0.112103,0.0534,0.032861,0.025347,-0.057263,0.003187,-0.005045,0.02757,0.083777,0.044312,0.031927,-0.00312,-0.006255,0.035067,-0.01223,0.214159,-0.071491,0.002862,-0.111142,0.030586,-0.045161,0.105877,0.002365,0.039798,0.004724,0.090483,0.054142,0.122726,0.011969,0.122857,-0.006873,0.004942,0.029152,0.021378,-0.005277
Y2014M12,-0.026856,-0.112644,-0.056646,0.0593,-0.00199,0.076023,-0.068745,-0.097896,-0.004161,0.01145,0.00567,-0.159544,-0.09212,-0.020579,0.012195,0.029598,0.031804,0.383287,0.015631,0.125687,-0.025852,0.029291,0.001879,-0.048099,0.025381,0.013914,-0.002527,0.009301,0.000917,-0.018784,0.003118,0.12525,0.034859,0.148603,-0.036765,0.063384,0.012346,0.024361,0.036177,-0.024233,0.06593,-0.016291,0.038787,-0.341761,0.162098,0.071486,-0.033497,-0.067536,0.009438,-0.023656,0.034755,-0.013939,0.010431,0.02205,0.038233,-0.039716,-0.006926,0.028923,-0.029087,0.024315,0.160059,-0.039696,0.007418,0.012006,0.052652,-0.028426,-0.037511,0.021573,-0.006293,-0.006886,0.057982,0.016355,-0.016502,-0.023324,0.07324,-0.00404,0.013776,-0.00949,-0.054054,-0.058726,0.017954,-0.023341,-0.068629,0.076651,0.011372,0.216801,0.013809,-0.134428,-0.010668,0.021311,0.026795,-0.011628,0.012428
Y2015M1,0.007649,-0.145643,-0.095035,-0.00904,-0.157903,-0.157609,0.070253,-0.034483,-0.04054,0.003817,0.106158,-0.501695,-0.140587,-0.010506,-0.243976,0.030523,0.058915,0.082288,-0.085749,-0.093756,-0.084077,-0.028957,-0.020833,0.004703,-0.056931,0.023019,0.006565,-0.011302,-0.035314,-0.053312,-0.020071,-0.08585,-0.058824,0.049611,-0.129771,-0.016623,0.028963,-0.127477,-0.041171,0.095848,-0.074412,0.006511,-0.164291,-0.594702,-0.033333,0.104511,-0.177623,0.009967,0.02649,-0.064978,-0.038746,0.013015,0.05032,-0.062595,0.062675,0.006747,-0.011403,-0.03277,-0.183884,0.00404,0.012658,0.032687,0.081001,0.045333,-0.134865,0.023905,0.002185,-0.065149,-0.030463,-0.079208,-0.099099,0.422989,0.01015,0.025871,-0.002187,0.010194,-0.061989,-0.015231,0.007214,-0.274495,0.049833,0.058202,-0.02381,-0.045487,-0.110911,-0.088843,-0.029101,0.020813,-0.04444,0.060855,0.064718,0.014545,-0.071898
Y2015M2,0.025623,0.101997,0.117555,0.073684,0.155832,0.148387,0.179487,0.102941,0.095677,0.012357,-0.021481,0.034422,0.055477,0.045963,-0.075697,-0.07756,0.001566,0.003709,0.112461,0.039497,0.022487,-0.001031,0.43883,0.059911,0.154856,0.07659,0.044966,0.008889,0.059668,0.067727,0.060291,-0.015544,0.194767,-0.073216,0.067251,0.009954,0,0.132188,0.121974,0.024433,0.064175,0.01761,-0.001625,0.330065,-0.193634,0.113683,0.165598,0.004979,0.003795,0.025913,0.053744,0.042876,-0.03246,0.045381,-0.024559,0.188384,0.050893,0.059464,0.078481,0.093993,0.109167,0.089664,0.074932,-0.009952,0.120343,0.046302,0.045066,0.011163,0.054182,0.094194,0.079167,-0.089661,0.040075,0.050921,0.073214,-0.008114,0.009728,0.062451,0.113396,0.123997,0.011204,-0.003419,0.003613,0.163704,0.036625,0.048369,0.057368,0.212136,0.063466,0.00155,-0.013086,-0.003584,-0.031019
Y2015M3,-0.022358,-0.093194,-0.010285,0.077451,0.003961,-0.08427,0.154783,0.032381,-0.011082,-0.085446,0.007248,0.025911,-0.238544,-0.010926,-0.206897,0.005578,-0.051438,-0.117783,-0.092701,-0.016408,-0.082536,0.024781,-0.048059,-0.022522,0.25,-0.268087,0.028014,0.092599,-0.018207,-0.001665,0.03386,-0.080263,0.065998,0.093,-0.043836,0.041587,-0.021545,-0.0075,-0.037145,0.018021,0.047051,0.010772,0.076078,0.013513,-0.00921,0.068015,-0.013839,-0.014167,0.003781,-0.195752,0.03108,0.006485,-0.006794,0.03018,0.017879,-0.103383,0.018803,0.017729,0.039906,0.12835,-0.036063,0.039429,0.035578,-0.007918,-0.108563,0.010782,0.003999,0.01006,0.012049,-0.015684,0.024162,-0.171251,0.002536,-0.093216,0.139706,0.00925,-0.020807,-0.039169,-0.070064,-0.018454,-0.027672,-0.00561,-0.012601,-0.030554,-0.047085,0.030424,0.001062,0.102123,-0.008892,-0.024768,0.095666,0.015588,0.002285
Y2015M4,0.021558,0.262024,0.028342,-0.040767,-0.011423,-0.067485,-0.199548,0.05812,-0.131804,-0.058212,0.005283,-0.000128,0.393637,-0.007445,-0.244565,-0.05455,-0.027405,-0.005263,0.133048,-0.109306,0.026932,-0.023929,-0.007767,0.040886,-0.003636,0.016475,-0.052355,-0.030177,0.004046,0.030452,-0.033986,-0.093705,-0.049799,-0.111619,-0.125392,-0.079852,0.026576,0.027377,-0.012762,0.062131,-0.014668,0.068658,-0.066163,0.029091,0.10757,-0.035571,-0.082999,0.017918,-0.050471,-0.024982,-0.02615,-0.01091,-0.011987,-0.031712,-0.008527,-0.02695,-0.000422,-0.025649,-0.011851,-0.00817,-0.046765,0.012316,0.099387,0.023706,0.0253,-0.00102,0.054901,-0.01792,-0.037927,0.072691,0.009893,0.213062,0.020764,-0.062086,-0.050896,0.002047,0.11453,0.028104,-0.020548,0.015507,0.007561,0.016157,0.039926,0.000878,0.037033,-0.128751,-0.003055,-0.044331,0.067227,-0.024272,-0.065712,-0.027155,0.000814
